"","Trait","AccessionName","AccessionNumber","variable","value"
"1572","SDM","LA1410","Y54","rep1",0.255559606
"1573","TDM","LA1410","Y54","rep1",0.248795334
"1574","WC","LA1410","Y54","rep1",0.188586571
"1575","WCn","LA1410","Y54","rep1",-3.068963501
"1576","GPI","LA1410","Y54","rep1",0.971406192
"1577","GPF","LA1410","Y54","rep1",0.306431432
"1578","dGP","LA1410","Y54","rep1",0.180092925
"1579","L4FM","LA1410","Y54","rep1",0.161532733
"1580","L4DM","LA1410","Y54","rep1",0.188602442
"1581","L4A","LA1410","Y54","rep1",NA
"1582","RNa","LA1410","Y54","rep1",NA
"1583","RK","LA1410","Y54","rep1",1.063549536
"1584","LNa","LA1410","Y54","rep1",28.52125192
"1585","LK","LA1410","Y54","rep1",0.583219896
"1586","LeafSucculence","LA1410","Y54","rep1",NA
"1587","LeafPerimeter","LA1410","Y54","rep1",NA
"1588","LeafVertLength","LA1410","Y54","rep1",NA
"1589","LeafHorizWidth","LA1410","Y54","rep1",NA
"1590","LeafElongationFactor","LA1410","Y54","rep1",NA
"1591","DG","LA1411","Y55","rep1",4
"1592","DL4","LA1411","Y55","rep1",11
"1593","DH","LA1411","Y55","rep1",11
"1594","LN","LA1411","Y55","rep1",NA
"1595","RL","LA1411","Y55","rep1",NA
"1596","SL","LA1411","Y55","rep1",NA
"1597","ST","LA1411","Y55","rep1",NA
"1598","RFM","LA1411","Y55","rep1",NA
"1599","SFM","LA1411","Y55","rep1",NA
"1600","TFM","LA1411","Y55","rep1",NA
"1601","RDM","LA1411","Y55","rep1",NA
"1602","SDM","LA1411","Y55","rep1",NA
"1603","TDM","LA1411","Y55","rep1",NA
"1604","WC","LA1411","Y55","rep1",NA
"1605","WCn","LA1411","Y55","rep1",NA
"1606","GPI","LA1411","Y55","rep1",1.111637521
"1607","GPF","LA1411","Y55","rep1",0.104392709
"1608","dGP","LA1411","Y55","rep1",-1.42101022
"1609","L4FM","LA1411","Y55","rep1",NA
"1610","L4DM","LA1411","Y55","rep1",NA
"1611","L4A","LA1411","Y55","rep1",NA
"1612","RNa","LA1411","Y55","rep1",NA
"1613","RK","LA1411","Y55","rep1",NA
"1614","LNa","LA1411","Y55","rep1",NA
"1615","LK","LA1411","Y55","rep1",NA
"1616","LeafSucculence","LA1411","Y55","rep1",NA
"1617","LeafPerimeter","LA1411","Y55","rep1",NA
"1618","LeafVertLength","LA1411","Y55","rep1",NA
"1619","LeafHorizWidth","LA1411","Y55","rep1",NA
"1620","LeafElongationFactor","LA1411","Y55","rep1",NA
"1621","DG","LA1412","Y56","rep1",3
"1622","DL4","LA1412","Y56","rep1",NA
"1623","DH","LA1412","Y56","rep1",11
"1624","LN","LA1412","Y56","rep1",0.666666667
"1625","RL","LA1412","Y56","rep1",1.258823529
"1626","SL","LA1412","Y56","rep1",0.25
"1627","ST","LA1412","Y56","rep1",0.33
"1628","RFM","LA1412","Y56","rep1",0.119176282
"1629","SFM","LA1412","Y56","rep1",0.213139309
"1630","TFM","LA1412","Y56","rep1",0.197597594
"1631","RDM","LA1412","Y56","rep1",0.295813315
"1632","SDM","LA1412","Y56","rep1",0.286061472
"1633","TDM","LA1412","Y56","rep1",0.261494797
"1634","WC","LA1412","Y56","rep1",0.193240611
"1635","WCn","LA1412","Y56","rep1",3.037462231
"1636","GPI","LA1412","Y56","rep1",NA
"1637","GPF","LA1412","Y56","rep1",NA
"1638","dGP","LA1412","Y56","rep1",NA
"1639","L4FM","LA1412","Y56","rep1",0.125132709
"1640","L4DM","LA1412","Y56","rep1",0.156751653
"1641","L4A","LA1412","Y56","rep1",0.156760406
"1642","RNa","LA1412","Y56","rep1",NA
"1643","RK","LA1412","Y56","rep1",0.620103071
"1644","LNa","LA1412","Y56","rep1",37.62099493
"1645","LK","LA1412","Y56","rep1",0.795990616
"1646","LeafSucculence","LA1412","Y56","rep1",0.775278699
"1647","LeafPerimeter","LA1412","Y56","rep1",0.274893634
"1648","LeafVertLength","LA1412","Y56","rep1",0.36414722
"1649","LeafHorizWidth","LA1412","Y56","rep1",0.421572395
"1650","LeafElongationFactor","LA1412","Y56","rep1",1.157677064
"1651","DG","LA1414","Y57","rep1",4
"1652","DL4","LA1414","Y57","rep1",15
"1653","DH","LA1414","Y57","rep1",11
"1654","LN","LA1414","Y57","rep1",0.5
"1655","RL","LA1414","Y57","rep1",0.152542373
"1656","SL","LA1414","Y57","rep1",NA
"1657","ST","LA1414","Y57","rep1",NA
"1658","RFM","LA1414","Y57","rep1",0.278279504
"1659","SFM","LA1414","Y57","rep1",0.300163458
"1660","TFM","LA1414","Y57","rep1",0.295966298
"1661","RDM","LA1414","Y57","rep1",0.442446043
"1662","SDM","LA1414","Y57","rep1",0.362869198
"1663","TDM","LA1414","Y57","rep1",0.366906475
"1664","WC","LA1414","Y57","rep1",0.290678233
"1665","WCn","LA1414","Y57","rep1",1.610377486
"1666","GPI","LA1414","Y57","rep1",NA
"1667","GPF","LA1414","Y57","rep1",NA
"1668","dGP","LA1414","Y57","rep1",0.129735584
"1669","L4FM","LA1414","Y57","rep1",0.308975696
"1670","L4DM","LA1414","Y57","rep1",0.339761249
"1671","L4A","LA1414","Y57","rep1",0.310155681
"1672","RNa","LA1414","Y57","rep1",15.4305861
"1673","RK","LA1414","Y57","rep1",0.539814191
"1674","LNa","LA1414","Y57","rep1",22.84728374
"1675","LK","LA1414","Y57","rep1",0.682259154
"1676","LeafSucculence","LA1414","Y57","rep1",0.986695386
"1677","LeafPerimeter","LA1414","Y57","rep1",NA
"1678","LeafVertLength","LA1414","Y57","rep1",NA
"1679","LeafHorizWidth","LA1414","Y57","rep1",0.506490036
"1680","LeafElongationFactor","LA1414","Y57","rep1",1.010387279
"1681","DG","LA1427","Y58","rep1",2
"1682","DL4","LA1427","Y58","rep1",NA
"1683","DH","LA1427","Y58","rep1",11
"1684","LN","LA1427","Y58","rep1",0.5
"1685","RL","LA1427","Y58","rep1",0.84
"1686","SL","LA1427","Y58","rep1",0.36
"1687","ST","LA1427","Y58","rep1",0.357575758
"1688","RFM","LA1427","Y58","rep1",0.120267899
"1689","SFM","LA1427","Y58","rep1",0.142028444
"1690","TFM","LA1427","Y58","rep1",0.138507366
"1691","RDM","LA1427","Y58","rep1",0.258308157
"1692","SDM","LA1427","Y58","rep1",0.208338814
"1693","TDM","LA1427","Y58","rep1",0.195158287
"1694","WC","LA1427","Y58","rep1",0.134747302
"1695","WCn","LA1427","Y58","rep1",4.851705588
"1696","GPI","LA1427","Y58","rep1",1.104235448
"1697","GPF","LA1427","Y58","rep1",0.290404522
"1698","dGP","LA1427","Y58","rep1",0.188222319
"1699","L4FM","LA1427","Y58","rep1",0.064602319
"1700","L4DM","LA1427","Y58","rep1",0.093767237
"1701","L4A","LA1427","Y58","rep1",0.086625436
"1702","RNa","LA1427","Y58","rep1",17.21818082
"1703","RK","LA1427","Y58","rep1",0.44254133
"1704","LNa","LA1427","Y58","rep1",NA
"1705","LK","LA1427","Y58","rep1",0.731951535
"1706","LeafSucculence","LA1427","Y58","rep1",NA
"1707","LeafPerimeter","LA1427","Y58","rep1",0.165531095
"1708","LeafVertLength","LA1427","Y58","rep1",0.241558469
"1709","LeafHorizWidth","LA1427","Y58","rep1",0.244706927
"1710","LeafElongationFactor","LA1427","Y58","rep1",1.01303097
"1711","DG","LA1447","Y59","rep1",5
"1712","DL4","LA1447","Y59","rep1",18
"1713","DH","LA1447","Y59","rep1",11
"1714","LN","LA1447","Y59","rep1",0.5
"1715","RL","LA1447","Y59","rep1",0.882352941
"1716","SL","LA1447","Y59","rep1",0.0625
"1717","ST","LA1447","Y59","rep1",NA
"1718","RFM","LA1447","Y59","rep1",0.080588075
"1719","SFM","LA1447","Y59","rep1",NA
"1720","TFM","LA1447","Y59","rep1",NA
"1721","RDM","LA1447","Y59","rep1",NA
"1722","SDM","LA1447","Y59","rep1",0.122202255
"1723","TDM","LA1447","Y59","rep1",NA
"1724","WC","LA1447","Y59","rep1",NA
"1725","WCn","LA1447","Y59","rep1",1.043978265
"1726","GPI","LA1447","Y59","rep1",NA
"1727","GPF","LA1447","Y59","rep1",0.182616102
"1728","dGP","LA1447","Y59","rep1",0.101279986
"1729","L4FM","LA1447","Y59","rep1",0.060187561
"1730","L4DM","LA1447","Y59","rep1",0.05416477
"1731","L4A","LA1447","Y59","rep1",0.063460869
"1732","RNa","LA1447","Y59","rep1",10.88439593
"1733","RK","LA1447","Y59","rep1",0.517601919
"1734","LNa","LA1447","Y59","rep1",19.26666132
"1735","LK","LA1447","Y59","rep1",0.586896963
"1736","LeafSucculence","LA1447","Y59","rep1",0.959259509
"1737","LeafPerimeter","LA1447","Y59","rep1",0.207230616
"1738","LeafVertLength","LA1447","Y59","rep1",0.263046729
"1739","LeafHorizWidth","LA1447","Y59","rep1",0.254361786
"1740","LeafElongationFactor","LA1447","Y59","rep1",0.967008526
"1741","DG","LA1448","Y60","rep1",5
"1742","DL4","LA1448","Y60","rep1",33
"1743","DH","LA1448","Y60","rep1",11
"1744","LN","LA1448","Y60","rep1",0.5
"1745","RL","LA1448","Y60","rep1",0.050955414
"1746","SL","LA1448","Y60","rep1",0.25
"1747","ST","LA1448","Y60","rep1",0.333333333
"1748","RFM","LA1448","Y60","rep1",0.059004209
"1749","SFM","LA1448","Y60","rep1",0.115237009
"1750","TFM","LA1448","Y60","rep1",0.104798575
"1751","RDM","LA1448","Y60","rep1",0.174757282
"1752","SDM","LA1448","Y60","rep1",0.120175867
"1753","TDM","LA1448","Y60","rep1",0.138103161
"1754","WC","LA1448","Y60","rep1",0.102053412
"1755","WCn","LA1448","Y60","rep1",NA
"1756","GPI","LA1448","Y60","rep1",1.006354369
"1757","GPF","LA1448","Y60","rep1",0.149493841
"1758","dGP","LA1448","Y60","rep1",0.087565453
"1759","L4FM","LA1448","Y60","rep1",NA
"1760","L4DM","LA1448","Y60","rep1",NA
"1761","L4A","LA1448","Y60","rep1",NA
"1762","RNa","LA1448","Y60","rep1",17.79101466
"1763","RK","LA1448","Y60","rep1",0.501643638
"1764","LNa","LA1448","Y60","rep1",25.37799835
"1765","LK","LA1448","Y60","rep1",0.639124821
"1766","LeafSucculence","LA1448","Y60","rep1",0.877439754
"1767","LeafPerimeter","LA1448","Y60","rep1",0.318150325
"1768","LeafVertLength","LA1448","Y60","rep1",0.43573139
"1769","LeafHorizWidth","LA1448","Y60","rep1",0.494615952
"1770","LeafElongationFactor","LA1448","Y60","rep1",1.13502455
"1771","DG","LA1449","Y61","rep1",3
"1772","DL4","LA1449","Y61","rep1",16
"1773","DH","LA1449","Y61","rep1",11
"1774","LN","LA1449","Y61","rep1",1
"1775","RL","LA1449","Y61","rep1",0.417910448
"1776","SL","LA1449","Y61","rep1",0.736842105
"1777","ST","LA1449","Y61","rep1",0.454545455
"1778","RFM","LA1449","Y61","rep1",0.49086758
"1779","SFM","LA1449","Y61","rep1",NA
"1780","TFM","LA1449","Y61","rep1",NA
"1781","RDM","LA1449","Y61","rep1",0.713429257
"1782","SDM","LA1449","Y61","rep1",1.240880139
"1783","TDM","LA1449","Y61","rep1",0.8447256
"1784","WC","LA1449","Y61","rep1",NA
"1785","WCn","LA1449","Y61","rep1",NA
"1786","GPI","LA1449","Y61","rep1",1.995373687
"1787","GPF","LA1449","Y61","rep1",0.427308623
"1788","dGP","LA1449","Y61","rep1",0.183898876
"1789","L4FM","LA1449","Y61","rep1",0.095436489
"1790","L4DM","LA1449","Y61","rep1",0.144605117
"1791","L4A","LA1449","Y61","rep1",0.118082156
"1792","RNa","LA1449","Y61","rep1",24.48880751
"1793","RK","LA1449","Y61","rep1",1.483796024
"1794","LNa","LA1449","Y61","rep1",14.41236769
"1795","LK","LA1449","Y61","rep1",1.144857414
"1796","LeafSucculence","LA1449","Y61","rep1",0.768490923
"1797","LeafPerimeter","LA1449","Y61","rep1",0.294759208
"1798","LeafVertLength","LA1449","Y61","rep1",0.379565428
"1799","LeafHorizWidth","LA1449","Y61","rep1",0.236718406
"1800","LeafElongationFactor","LA1449","Y61","rep1",0.623732385
"1801","DG","LA1450","Y62","rep1",5
"1802","DL4","LA1450","Y62","rep1",21
"1803","DH","LA1450","Y62","rep1",11
"1804","LN","LA1450","Y62","rep1",NA
"1805","RL","LA1450","Y62","rep1",0.253846154
"1806","SL","LA1450","Y62","rep1",1
"1807","ST","LA1450","Y62","rep1",0.355140187
"1808","RFM","LA1450","Y62","rep1",0.197711939
"1809","SFM","LA1450","Y62","rep1",0.118423563
"1810","TFM","LA1450","Y62","rep1",0.127548953
"1811","RDM","LA1450","Y62","rep1",0.227826087
"1812","SDM","LA1450","Y62","rep1",0.171762366
"1813","TDM","LA1450","Y62","rep1",0.155769231
"1814","WC","LA1450","Y62","rep1",0.125417574
"1815","WCn","LA1450","Y62","rep1",3.505597406
"1816","GPI","LA1450","Y62","rep1",1.004437852
"1817","GPF","LA1450","Y62","rep1",0.09781244
"1818","dGP","LA1450","Y62","rep1",0.025778688
"1819","L4FM","LA1450","Y62","rep1",0.070166526
"1820","L4DM","LA1450","Y62","rep1",0.09135201
"1821","L4A","LA1450","Y62","rep1",0.078978755
"1822","RNa","LA1450","Y62","rep1",12.16196248
"1823","RK","LA1450","Y62","rep1",0.593321908
"1824","LNa","LA1450","Y62","rep1",26.83186424
"1825","LK","LA1450","Y62","rep1",0.691590499
"1826","LeafSucculence","LA1450","Y62","rep1",0.861019398
"1827","LeafPerimeter","LA1450","Y62","rep1",0.166065726
"1828","LeafVertLength","LA1450","Y62","rep1",0.256465517
"1829","LeafHorizWidth","LA1450","Y62","rep1",0.247771148
"1830","LeafElongationFactor","LA1450","Y62","rep1",0.966048214
"1831","DG","LA1452","Y63","rep1",4
"1832","DL4","LA1452","Y63","rep1",18
"1833","DH","LA1452","Y63","rep1",11
"1834","LN","LA1452","Y63","rep1",NA
"1835","RL","LA1452","Y63","rep1",0.443181818
"1836","SL","LA1452","Y63","rep1",0.333333333
"1837","ST","LA1452","Y63","rep1",NA
"1838","RFM","LA1452","Y63","rep1",0.136605559
"1839","SFM","LA1452","Y63","rep1",0.153779531
"1840","TFM","LA1452","Y63","rep1",0.151375957
"1841","RDM","LA1452","Y63","rep1",0.348387097
"1842","SDM","LA1452","Y63","rep1",0.247274814
"1843","TDM","LA1452","Y63","rep1",0.272969882
"1844","WC","LA1452","Y63","rep1",0.144398013
"1845","WCn","LA1452","Y63","rep1",-3.007059234
"1846","GPI","LA1452","Y63","rep1",1.016896898
"1847","GPF","LA1452","Y63","rep1",0.39542924
"1848","dGP","LA1452","Y63","rep1",0.275560841
"1849","L4FM","LA1452","Y63","rep1",0.24503048
"1850","L4DM","LA1452","Y63","rep1",0.310526316
"1851","L4A","LA1452","Y63","rep1",0.244436957
"1852","RNa","LA1452","Y63","rep1",22.71976125
"1853","RK","LA1452","Y63","rep1",0.584877524
"1854","LNa","LA1452","Y63","rep1",33.40618128
"1855","LK","LA1452","Y63","rep1",0.405438867
"1856","LeafSucculence","LA1452","Y63","rep1",0.980534623
"1857","LeafPerimeter","LA1452","Y63","rep1",0.349835591
"1858","LeafVertLength","LA1452","Y63","rep1",0.43333214
"1859","LeafHorizWidth","LA1452","Y63","rep1",0.48673257
"1860","LeafElongationFactor","LA1452","Y63","rep1",1.123184195
"1861","DG","LA1508","Y64","rep1",5
"1862","DL4","LA1508","Y64","rep1",NA
"1863","DH","LA1508","Y64","rep1",11
"1864","LN","LA1508","Y64","rep1",0.333333333
"1865","RL","LA1508","Y64","rep1",0.342342342
"1866","SL","LA1508","Y64","rep1",0.076923077
"1867","ST","LA1508","Y64","rep1",0.435114504
"1868","RFM","LA1508","Y64","rep1",0.557611809
"1869","SFM","LA1508","Y64","rep1",0.126871715
"1870","TFM","LA1508","Y64","rep1",0.181139407
"1871","RDM","LA1508","Y64","rep1",0.335078534
"1872","SDM","LA1508","Y64","rep1",0.264426589
"1873","TDM","LA1508","Y64","rep1",0.193575478
"1874","WC","LA1508","Y64","rep1",0.180259169
"1875","WCn","LA1508","Y64","rep1",3.553617648
"1876","GPI","LA1508","Y64","rep1",1.401876919
"1877","GPF","LA1508","Y64","rep1",0.210335093
"1878","dGP","LA1508","Y64","rep1",0.068855579
"1879","L4FM","LA1508","Y64","rep1",0.031132273
"1880","L4DM","LA1508","Y64","rep1",0.042604991
"1881","L4A","LA1508","Y64","rep1",0.052649206
"1882","RNa","LA1508","Y64","rep1",8.398063583
"1883","RK","LA1508","Y64","rep1",0.376038294
"1884","LNa","LA1508","Y64","rep1",16.48658048
"1885","LK","LA1508","Y64","rep1",0.997420943
"1886","LeafSucculence","LA1508","Y64","rep1",NA
"1887","LeafPerimeter","LA1508","Y64","rep1",0.108921807
"1888","LeafVertLength","LA1508","Y64","rep1",0.257446672
"1889","LeafHorizWidth","LA1508","Y64","rep1",0.182461424
"1890","LeafElongationFactor","LA1508","Y64","rep1",0.708746619
"1891","DG","LA1627","Y65","rep1",4
"1892","DL4","LA1627","Y65","rep1",NA
"1893","DH","LA1627","Y65","rep1",11
"1894","LN","LA1627","Y65","rep1",NA
"1895","RL","LA1627","Y65","rep1",0.563492063
"1896","SL","LA1627","Y65","rep1",0.5
"1897","ST","LA1627","Y65","rep1",0.636363636
"1898","RFM","LA1627","Y65","rep1",NA
"1899","SFM","LA1627","Y65","rep1",NA
"1900","TFM","LA1627","Y65","rep1",NA
"1901","RDM","LA1627","Y65","rep1",1.196296296
"1902","SDM","LA1627","Y65","rep1",0.961151737
"1903","TDM","LA1627","Y65","rep1",0.89904502
"1904","WC","LA1627","Y65","rep1",NA
"1905","WCn","LA1627","Y65","rep1",-4.828500658
"1906","GPI","LA1627","Y65","rep1",1.989911028
"1907","GPF","LA1627","Y65","rep1",0.457203414
"1908","dGP","LA1627","Y65","rep1",0.297316035
"1909","L4FM","LA1627","Y65","rep1",0.26128737
"1910","L4DM","LA1627","Y65","rep1",0.443037975
"1911","L4A","LA1627","Y65","rep1",0.329273576
"1912","RNa","LA1627","Y65","rep1",28.9228759
"1913","RK","LA1627","Y65","rep1",1.123249562
"1914","LNa","LA1627","Y65","rep1",22.09429142
"1915","LK","LA1627","Y65","rep1",1.032941135
"1916","LeafSucculence","LA1627","Y65","rep1",0.750508619
"1917","LeafPerimeter","LA1627","Y65","rep1",0.41032583
"1918","LeafVertLength","LA1627","Y65","rep1",0.539286242
"1919","LeafHorizWidth","LA1627","Y65","rep1",0.472376507
"1920","LeafElongationFactor","LA1627","Y65","rep1",0.875839866
"1921","DG","LA1815","Y66","rep1",5
"1922","DL4","LA1815","Y66","rep1",13
"1923","DH","LA1815","Y66","rep1",11
"1924","LN","LA1815","Y66","rep1",NA
"1925","RL","LA1815","Y66","rep1",NA
"1926","SL","LA1815","Y66","rep1",NA
"1927","ST","LA1815","Y66","rep1",NA
"1928","RFM","LA1815","Y66","rep1",NA
"1929","SFM","LA1815","Y66","rep1",NA
"1930","TFM","LA1815","Y66","rep1",NA
"1931","RDM","LA1815","Y66","rep1",NA
"1932","SDM","LA1815","Y66","rep1",NA
"1933","TDM","LA1815","Y66","rep1",NA
"1934","WC","LA1815","Y66","rep1",NA
"1935","WCn","LA1815","Y66","rep1",NA
"1936","GPI","LA1815","Y66","rep1",1.374655693
"1937","GPF","LA1815","Y66","rep1",0.016675282
"1938","dGP","LA1815","Y66","rep1",-0.135817998
"1939","L4FM","LA1815","Y66","rep1",NA
"1940","L4DM","LA1815","Y66","rep1",NA
"1941","L4A","LA1815","Y66","rep1",NA
"1942","RNa","LA1815","Y66","rep1",NA
"1943","RK","LA1815","Y66","rep1",NA
"1944","LNa","LA1815","Y66","rep1",NA
"1945","LK","LA1815","Y66","rep1",NA
"1946","LeafSucculence","LA1815","Y66","rep1",NA
"1947","LeafPerimeter","LA1815","Y66","rep1",NA
"1948","LeafVertLength","LA1815","Y66","rep1",NA
"1949","LeafHorizWidth","LA1815","Y66","rep1",NA
"1950","LeafElongationFactor","LA1815","Y66","rep1",NA
"1951","DG","LA2706","Y67","rep1",5
"1952","DL4","LA2706","Y67","rep1",8
"1953","DH","LA2706","Y67","rep1",11
"1954","LN","LA2706","Y67","rep1",0
"1955","RL","LA2706","Y67","rep1",-1.407407407
"1956","SL","LA2706","Y67","rep1",0.153846154
"1957","ST","LA2706","Y67","rep1",0.005102041
"1958","RFM","LA2706","Y67","rep1",0.058954085
"1959","SFM","LA2706","Y67","rep1",0.064579606
"1960","TFM","LA2706","Y67","rep1",0.064006258
"1961","RDM","LA2706","Y67","rep1",0.138244198
"1962","SDM","LA2706","Y67","rep1",0.089740647
"1963","TDM","LA2706","Y67","rep1",0.095583939
"1964","WC","LA2706","Y67","rep1",0.062116982
"1965","WCn","LA2706","Y67","rep1",2.031693392
"1966","GPI","LA2706","Y67","rep1",0.788606048
"1967","GPF","LA2706","Y67","rep1",0.145877909
"1968","dGP","LA2706","Y67","rep1",0.099208778
"1969","L4FM","LA2706","Y67","rep1",0.089881433
"1970","L4DM","LA2706","Y67","rep1",0.099384345
"1971","L4A","LA2706","Y67","rep1",0.098869349
"1972","RNa","LA2706","Y67","rep1",8.956537789
"1973","RK","LA2706","Y67","rep1",0.455691634
"1974","LNa","LA2706","Y67","rep1",17.79919077
"1975","LK","LA2706","Y67","rep1",0.658329404
"1976","LeafSucculence","LA2706","Y67","rep1",0.898810857
"1977","LeafPerimeter","LA2706","Y67","rep1",0.222077518
"1978","LeafVertLength","LA2706","Y67","rep1",NA
"1979","LeafHorizWidth","LA2706","Y67","rep1",0.22985258
"1980","LeafElongationFactor","LA2706","Y67","rep1",0.745891843
"1981","DG","LA3124","Y68","rep1",5
"1982","DL4","LA3124","Y68","rep1",13
"1983","DH","LA3124","Y68","rep1",11
"1984","LN","LA3124","Y68","rep1",0.5
"1985","RL","LA3124","Y68","rep1",0.5
"1986","SL","LA3124","Y68","rep1",0.744186047
"1987","ST","LA3124","Y68","rep1",0.119318182
"1988","RFM","LA3124","Y68","rep1",0.16093072
"1989","SFM","LA3124","Y68","rep1",0.232893066
"1990","TFM","LA3124","Y68","rep1",0.22480405
"1991","RDM","LA3124","Y68","rep1",0.242138365
"1992","SDM","LA3124","Y68","rep1",0.347703026
"1993","TDM","LA3124","Y68","rep1",0.382458327
"1994","WC","LA3124","Y68","rep1",0.215807768
"1995","WCn","LA3124","Y68","rep1",NA
"1996","GPI","LA3124","Y68","rep1",1.177055767
"1997","GPF","LA3124","Y68","rep1",0.159346575
"1998","dGP","LA3124","Y68","rep1",0.024322973
"1999","L4FM","LA3124","Y68","rep1",0.466706912
"2000","L4DM","LA3124","Y68","rep1",0.591596639
"2001","L4A","LA3124","Y68","rep1",0.25058504
"2002","RNa","LA3124","Y68","rep1",16.68113469
"2003","RK","LA3124","Y68","rep1",0.95656731
"2004","LNa","LA3124","Y68","rep1",NA
"2005","LK","LA3124","Y68","rep1",0.363507198
"2006","LeafSucculence","LA3124","Y68","rep1",1.823894397
"2007","LeafPerimeter","LA3124","Y68","rep1",0.338820563
"2008","LeafVertLength","LA3124","Y68","rep1",0.464793589
"2009","LeafHorizWidth","LA3124","Y68","rep1",0.321145138
"2010","LeafElongationFactor","LA3124","Y68","rep1",0.690937258
"2011","DG","LA4345","Y69","rep1",5
"2012","DL4","LA4345","Y69","rep1",8
"2013","DH","LA4345","Y69","rep1",11
"2014","LN","LA4345","Y69","rep1",0
"2015","RL","LA4345","Y69","rep1",0.637681159
"2016","SL","LA4345","Y69","rep1",0
"2017","ST","LA4345","Y69","rep1",-0.071428571
"2018","RFM","LA4345","Y69","rep1",0.11639946
"2019","SFM","LA4345","Y69","rep1",0.100891205
"2020","TFM","LA4345","Y69","rep1",0.103582122
"2021","RDM","LA4345","Y69","rep1",0.213499633
"2022","SDM","LA4345","Y69","rep1",0.099795142
"2023","TDM","LA4345","Y69","rep1",0.14593375
"2024","WC","LA4345","Y69","rep1",0.101207895
"2025","WCn","LA4345","Y69","rep1",4.592581997
"2026","GPI","LA4345","Y69","rep1",0.769449186
